epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,2962.26,0.45246,0.28458,0.90865,0.99296,0.99512,0.99495,0.95871,0.28968,0.17866,0.8237,0.005743,0.005743,0.005743
45,3029.58,0.45304,0.28454,0.90625,0.99075,0.99313,0.99472,0.96199,0.29245,0.18013,0.82612,0.005644,0.005644,0.005644
46,3096.44,0.44362,0.27847,0.90268,0.99206,0.9981,0.99483,0.95915,0.28935,0.17583,0.82254,0.005545,0.005545,0.005545
47,3163.52,0.44738,0.27811,0.90657,0.99108,0.99604,0.99447,0.95938,0.29363,0.17995,0.82347,0.005446,0.005446,0.005446
48,3230.82,0.43529,0.27366,0.89945,0.99143,0.99448,0.99486,0.95857,0.29308,0.17606,0.82354,0.005347,0.005347,0.005347
49,3297.8,0.43679,0.27144,0.9025,0.99122,0.99668,0.99484,0.96011,0.28958,0.17393,0.82433,0.005248,0.005248,0.005248
50,3365.1,0.43937,0.26883,0.89872,0.99139,0.99575,0.99499,0.95867,0.29015,0.17341,0.82171,0.005149,0.005149,0.005149
51,3431.68,0.43329,0.26641,0.89242,0.99042,0.99932,0.99495,0.96181,0.27956,0.16582,0.81634,0.00505,0.00505,0.00505
52,3499.32,0.4308,0.26921,0.89076,0.99068,0.99775,0.99499,0.96127,0.28342,0.1708,0.81812,0.004951,0.004951,0.004951
53,3566.03,0.4298,0.26581,0.89018,0.99019,0.99768,0.9944,0.96121,0.277,0.16693,0.81638,0.004852,0.004852,0.004852
54,3633.3,0.42693,0.26215,0.8904,0.99252,0.99664,0.99441,0.96418,0.28044,0.16657,0.81869,0.004753,0.004753,0.004753
55,3701.45,0.42721,0.26695,0.89535,0.99302,0.99526,0.9949,0.9624,0.28159,0.16675,0.81713,0.004654,0.004654,0.004654
56,3768.71,0.41842,0.25563,0.88851,0.9944,0.99651,0.99446,0.96101,0.2777,0.16274,0.81464,0.004555,0.004555,0.004555
57,3836.56,0.41845,0.25851,0.88866,0.99007,0.99801,0.9943,0.96333,0.28028,0.16496,0.81562,0.004456,0.004456,0.004456
58,3903.47,0.41209,0.25045,0.88388,0.99265,0.99402,0.99444,0.96428,0.2773,0.16258,0.81437,0.004357,0.004357,0.004357
59,3970.87,0.41908,0.25647,0.88955,0.99206,0.99612,0.9944,0.96444,0.27472,0.16153,0.81315,0.004258,0.004258,0.004258
60,4037.96,0.41531,0.25135,0.88376,0.99447,0.99755,0.995,0.96326,0.27732,0.16122,0.81352,0.004159,0.004159,0.004159
61,4105.35,0.41367,0.25275,0.88474,0.99213,0.99688,0.99491,0.96482,0.27694,0.15828,0.81254,0.00406,0.00406,0.00406
62,4172.56,0.40428,0.24666,0.8816,0.99411,0.99485,0.99441,0.96311,0.27633,0.16149,0.81359,0.003961,0.003961,0.003961
63,4239.81,0.40789,0.24974,0.88622,0.99516,0.99731,0.99442,0.9656,0.26894,0.15921,0.8112,0.003862,0.003862,0.003862
64,4307,0.40317,0.24505,0.88035,0.99225,0.99663,0.99446,0.96606,0.26999,0.15678,0.80906,0.003763,0.003763,0.003763
65,4373.88,0.39792,0.23891,0.87877,0.99212,0.99805,0.99434,0.96541,0.26955,0.15461,0.81061,0.003664,0.003664,0.003664
66,4441.2,0.40157,0.23968,0.87874,0.99259,0.99726,0.99451,0.96586,0.27417,0.15754,0.81189,0.003565,0.003565,0.003565
67,4508.73,0.40094,0.23892,0.88171,0.99208,0.99811,0.995,0.9668,0.26935,0.15284,0.81101,0.003466,0.003466,0.003466
68,4575.65,0.39609,0.23738,0.87678,0.99382,0.99635,0.99498,0.96755,0.2704,0.15293,0.81135,0.003367,0.003367,0.003367
69,4642.88,0.39241,0.23729,0.87422,0.99227,0.99763,0.995,0.96757,0.2717,0.15324,0.80893,0.003268,0.003268,0.003268
70,4709.73,0.3949,0.23397,0.87334,0.9932,0.99781,0.99491,0.96657,0.26858,0.15139,0.80954,0.003169,0.003169,0.003169
71,4776.99,0.39542,0.23264,0.87713,0.99346,0.9963,0.99445,0.96885,0.26629,0.15213,0.81037,0.00307,0.00307,0.00307
72,4844.34,0.39144,0.23228,0.86921,0.99366,0.99769,0.99447,0.96723,0.27165,0.1512,0.81096,0.002971,0.002971,0.002971
73,4911.37,0.38496,0.22646,0.87447,0.99364,0.9965,0.99451,0.96747,0.26854,0.15023,0.80962,0.002872,0.002872,0.002872
74,4978.71,0.38886,0.22902,0.8735,0.99459,0.99762,0.99449,0.96767,0.26774,0.14829,0.81168,0.002773,0.002773,0.002773
75,5045.41,0.38629,0.23498,0.876,0.99505,0.99741,0.99452,0.97053,0.26535,0.14909,0.80802,0.002674,0.002674,0.002674
76,5112.64,0.37894,0.22342,0.86704,0.99523,0.99785,0.99457,0.96854,0.26522,0.14765,0.8084,0.002575,0.002575,0.002575
77,5179.13,0.38488,0.22909,0.87105,0.99464,0.99751,0.99457,0.96985,0.26359,0.14967,0.80544,0.002476,0.002476,0.002476
78,5246.51,0.3821,0.22572,0.86794,0.99428,0.99793,0.99452,0.97003,0.26162,0.14608,0.80539,0.002377,0.002377,0.002377
79,5313.08,0.37504,0.21905,0.86238,0.99516,0.99743,0.99473,0.97035,0.26343,0.14394,0.80558,0.002278,0.002278,0.002278
80,5379.99,0.3714,0.21584,0.85917,0.99427,0.99816,0.99495,0.96983,0.26354,0.14342,0.80567,0.002179,0.002179,0.002179
81,5447.54,0.36989,0.21262,0.86277,0.99375,0.99841,0.99479,0.97005,0.2651,0.14198,0.80624,0.00208,0.00208,0.00208
82,5513.99,0.37277,0.21478,0.86335,0.99303,0.99755,0.99455,0.97119,0.26202,0.14364,0.80564,0.001981,0.001981,0.001981
83,5581.08,0.37136,0.21464,0.86159,0.99438,0.99874,0.99454,0.96958,0.26251,0.14325,0.80486,0.001882,0.001882,0.001882
84,5648.01,0.36457,0.21129,0.85848,0.99396,0.99899,0.995,0.96985,0.26122,0.14206,0.80455,0.001783,0.001783,0.001783
85,5715.47,0.36566,0.21163,0.8623,0.99442,0.99578,0.99447,0.9711,0.26218,0.14261,0.80418,0.001684,0.001684,0.001684
86,5782.99,0.36486,0.21173,0.85722,0.99406,0.99778,0.99448,0.97047,0.25988,0.14178,0.80263,0.001585,0.001585,0.001585
87,5849.73,0.36131,0.20744,0.85892,0.99485,0.99801,0.99448,0.97056,0.26171,0.13988,0.80354,0.001486,0.001486,0.001486
88,5917.2,0.35805,0.20564,0.8577,0.99487,0.99796,0.99456,0.97174,0.25869,0.13971,0.80243,0.001387,0.001387,0.001387
89,5984.17,0.35861,0.20685,0.85459,0.99501,0.99795,0.99448,0.97205,0.26094,0.14031,0.80328,0.001288,0.001288,0.001288
90,6051.98,0.35602,0.20335,0.85588,0.99475,0.99772,0.99455,0.97203,0.25834,0.13805,0.80312,0.001189,0.001189,0.001189
91,6121.2,0.3291,0.17373,0.8282,0.99482,0.99764,0.99452,0.97184,0.26013,0.14253,0.80425,0.00109,0.00109,0.00109
92,6188.45,0.3216,0.1682,0.82596,0.99527,0.99758,0.99444,0.9721,0.25906,0.14161,0.80221,0.000991,0.000991,0.000991
93,6256.35,0.32046,0.16808,0.8211,0.99488,0.99787,0.99446,0.97056,0.26052,0.14051,0.80271,0.000892,0.000892,0.000892
94,6324,0.31709,0.16386,0.81863,0.99468,0.99774,0.9945,0.97091,0.25946,0.13829,0.803,0.000793,0.000793,0.000793
95,6392.29,0.31303,0.16206,0.81908,0.99531,0.99822,0.99454,0.97201,0.25846,0.13675,0.80206,0.000694,0.000694,0.000694
96,6459.43,0.30962,0.1607,0.81392,0.99542,0.99874,0.99455,0.97161,0.25686,0.13675,0.80104,0.000595,0.000595,0.000595
97,6526.68,0.31112,0.16004,0.82156,0.99521,0.99847,0.9945,0.97129,0.25729,0.1358,0.80116,0.000496,0.000496,0.000496
98,6593.78,0.30273,0.15647,0.81354,0.99518,0.9984,0.99447,0.97253,0.25696,0.13466,0.80064,0.000397,0.000397,0.000397
99,6661.12,0.30347,0.15708,0.8095,0.99527,0.99869,0.99447,0.97195,0.25669,0.13424,0.80027,0.000298,0.000298,0.000298
100,6728.37,0.30466,0.15773,0.81166,0.9952,0.99869,0.9945,0.97193,0.25652,0.13322,0.8,0.000199,0.000199,0.000199
