epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,2685.19,0.41216,0.26688,0.85531,0.99382,0.99521,0.99493,0.96329,0.27977,0.17653,0.79129,0.002872,0.002872,0.002872
74,2720.18,0.41615,0.27035,0.85344,0.99373,0.99737,0.99497,0.96009,0.28356,0.17751,0.79189,0.002773,0.002773,0.002773
75,2755.4,0.41297,0.2696,0.8541,0.99472,0.9969,0.99493,0.96157,0.28005,0.17538,0.79063,0.002674,0.002674,0.002674
76,2790.58,0.40448,0.26247,0.84475,0.99289,0.99717,0.99497,0.96029,0.28151,0.17585,0.79132,0.002575,0.002575,0.002575
77,2825.88,0.40644,0.26695,0.85117,0.99325,0.99704,0.99499,0.96474,0.27899,0.17451,0.79066,0.002476,0.002476,0.002476
78,2860.97,0.40574,0.26363,0.84883,0.9941,0.99605,0.99496,0.96232,0.27913,0.1746,0.79065,0.002377,0.002377,0.002377
79,2896.34,0.40378,0.25852,0.84887,0.99316,0.9963,0.99499,0.96205,0.27671,0.17225,0.78937,0.002278,0.002278,0.002278
80,2931.92,0.39945,0.2543,0.84685,0.99321,0.99684,0.995,0.96382,0.27749,0.17098,0.78938,0.002179,0.002179,0.002179
81,2967.19,0.39837,0.25126,0.84687,0.99495,0.99851,0.99499,0.9642,0.27755,0.1708,0.78976,0.00208,0.00208,0.00208
82,3002.03,0.3952,0.25245,0.8451,0.99326,0.99732,0.99499,0.96497,0.27629,0.16913,0.7895,0.001981,0.001981,0.001981
83,3037.22,0.3975,0.2525,0.8468,0.99422,0.99758,0.99499,0.96367,0.2748,0.16847,0.78896,0.001882,0.001882,0.001882
84,3072.71,0.39108,0.24924,0.84335,0.99426,0.99798,0.99499,0.96456,0.27508,0.16836,0.79012,0.001783,0.001783,0.001783
85,3107.82,0.39236,0.24948,0.8426,0.99491,0.99666,0.99499,0.96297,0.27369,0.1675,0.7891,0.001684,0.001684,0.001684
86,3143.09,0.39239,0.249,0.84236,0.9948,0.99692,0.99499,0.9634,0.27304,0.16725,0.78868,0.001585,0.001585,0.001585
87,3178.16,0.38478,0.24579,0.84311,0.99424,0.99744,0.99499,0.96628,0.27316,0.16724,0.78891,0.001486,0.001486,0.001486
88,3213.54,0.38406,0.24494,0.84419,0.9942,0.99727,0.99499,0.96522,0.27309,0.16736,0.78902,0.001387,0.001387,0.001387
89,3248.99,0.38497,0.24582,0.84051,0.99432,0.99745,0.99499,0.96417,0.2714,0.16671,0.78768,0.001288,0.001288,0.001288
90,3283.91,0.37796,0.2361,0.84038,0.99427,0.99747,0.99498,0.96498,0.2704,0.16586,0.78742,0.001189,0.001189,0.001189
91,3320.3,0.34413,0.20321,0.81149,0.9951,0.99697,0.99499,0.96453,0.27281,0.16572,0.78845,0.00109,0.00109,0.00109
92,3354.82,0.33469,0.19615,0.81099,0.99466,0.99714,0.99496,0.96604,0.27054,0.16544,0.78795,0.000991,0.000991,0.000991
93,3389.1,0.33015,0.19473,0.80887,0.99448,0.99832,0.99496,0.96683,0.27089,0.16483,0.78752,0.000892,0.000892,0.000892
94,3424.03,0.3246,0.18943,0.80678,0.99464,0.99786,0.99496,0.96688,0.27219,0.16337,0.78757,0.000793,0.000793,0.000793
95,3458.96,0.32202,0.18791,0.80605,0.99486,0.998,0.99496,0.96943,0.26971,0.16361,0.78762,0.000694,0.000694,0.000694
96,3493.61,0.31975,0.18585,0.80433,0.9954,0.9981,0.99496,0.96855,0.26916,0.16177,0.78736,0.000595,0.000595,0.000595
97,3527.99,0.31834,0.18403,0.80263,0.99534,0.99815,0.99496,0.96761,0.26958,0.16162,0.78706,0.000496,0.000496,0.000496
98,3562.62,0.31385,0.18275,0.80208,0.99539,0.99767,0.99496,0.96672,0.26888,0.16061,0.78661,0.000397,0.000397,0.000397
99,3597.87,0.31267,0.18131,0.79966,0.99531,0.99785,0.99496,0.96801,0.26848,0.16055,0.7864,0.000298,0.000298,0.000298
100,3632.5,0.31189,0.18143,0.80322,0.99523,0.99789,0.99493,0.96725,0.26819,0.15929,0.78655,0.000199,0.000199,0.000199
